id,title,skills,employment_type,salary,remote,company_name,company_location,description,posted_date,updated_date,company_id,position_id
1234,Chemist,,,,,The Fountain Group,,"The Fountain Group is currently seeking a         Chemist for a prominent client of ours.  This position is located in   Lake County, IL. Details for the position are as follows:Job Description:**Monday through Friday 8am-5pm onsite** Plan and execute assigned laboratory tasks utilizing standard procedures and technical understanding of various techniques to complete assigned tasks. Develop protocols for more complex tests or experiments performed with less defined assays and parameters. Apply basic computer skills including word processing, spreadsheets, and instrument related systems. Presents conclusions of defined experiments. Ensures safety and GxP requirements are met when performing tasks. Ensures timely and GxP compliant delivery of high quality precise data.Qualifications: BS with 2+ years of professional chemistry experience -or- MS degree HPLC required LCMS preferred Chromatographic data system experience highly preferredCompensation: $29-39 an hour depending on experience",2023-10-27T21:01:13.000Z,,10113657,23-11313
1235,Program  and  Portfolio Management - Project Coordinator,,,,,Lumen Solutions Group Inc.,,"Job Description: PURPOSE:     Coordinates well-defined projects and/or supports the work of a team of project/program management professionals. Tracks progress and assists with documentation to support project needs. Assists with end to end tasks related to implementations, integration, business readiness and communications.      ESSENTIAL FUNCTIONS:     35% Plans and communicates aspects of project performance to team members and implements the vision and objectives.      35% Assists in the oversight of project tasks, establishes and monitors milestones, and prepares progress reports.      30% Interfaces with a variety of disciplines and coordinates the work of functional units across the division and/or broader organization.      Qualifications     To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.      Education Level: Bachelor's Degree      Education Details: Education Details: Project Management, Business or related field      Experience: 1 year project related experience      In Lieu of Education In lieu of a Bachelor's degree, an additional 4 years of relevant work experience is required in addition to the required work experience.      Preferred Qualifications     Knowledge, Skills and Abilities (KSAs)     Use of Microsoft Office applications., Proficient     Able to communicate effectively both in writing and verbally., Proficient     Ability to exercise good judgment , Proficient      The incumbent is required to immediately disclose any debarment, exclusion, or other event that makes them ineligible to perform work directly or indirectly on Federal health care programs. Must be able to effectively work in a fast-paced environment with frequently changing priorities, deadlines, and workloads that can be variable for long periods of time. Must be able to meet established deadlines and handle multiple customer service demands from internal and external customers, within set expectations for service excellence. Must be able to effectively communicate and provide positive customer service to every internal and external customer, including customers who may be demanding or otherwise challenging.",2023-10-20T15:04:05.000Z,,10483685,23-00635
1236,Senior Front Office IT Developer FD3S7,,,,,iSphere,,"iSphere is currently seeking a full-time Senior Front Office IT Developer (Hybrid) in Houston, TX with extensive experience in North America's Power and Gas Commodity markets. As an IT recruiting firm in Houston, TX, we are committed to finding the best talent and ensuring our clients' success. This position offers the opportunity to work on full-stack applications that support Front Office Trading across commodities, making it essential for the candidate to be passionate about technology and possess a strong background in developing enterprise-wide solutions.Key Responsibilities:- Develop and operate Front Office applications data warehouse hosted in Amazon Web Services (AWS).- Deliver technical solutions to enhance trading platforms and address business problems, including requirements gathering, prioritization, task planning, and on-time solution delivery.- Collaborate with internal staff and 3rd party IT consulting teams to ensure solutions meet requirements and project deadlines.- Lead the evolution of operational excellence, including monitoring, alerting, and predictive operations.- Work closely with global development teams to address technology needs.Skill and Experience:- Bachelor's or Master's degree in Computer Science or relevant field, or equivalent experience.- 10+ years of experience in developing enterprise applications.- Power & Gas Commodities background is a plus.- Strong knowledge and expertise in Python, Dash, and UI development.- Proficiency in AWS services such as RDS, Lambda, EC2, S3, VPC, SageMaker, ECR, CloudFormation, CloudTrail, CloudWatch, Athena, API Gateway, SQS, and SNS.- Experience with SQL/PLSQL and relational databases, including SQL Server, Snowflake MySQL, and PostgreSQL.- Experience in building RESTful APIs and working with JSON.- Familiarity with DevOps best practices using tools like GitLab, CI/CD, Docker, and Kubernetes.- Knowledge of iOS development is a plus.- Linux/Unix skills are a plus.- Willingness to travel as needed to support solution delivery.- Agile mindset and experience.If you are a Senior Front Office IT Developer looking for an exciting opportunity to contribute to the Power and Gas Commodity markets while working with cutting-edge technologies, apply now at iSphere. As an IT recruiting firm in Houston, TX, we are dedicated to connecting top talent with leading companies.  ",2023-09-28T16:07:56.000Z,,10125713,23-05418
1237,HW Engineer Lead,,,,,Synapse Business Systems,,"        Job Role       HW design and development by using 16bit/32 bit /64bits microcontroller/microprocessor for embedded system  Owning & maintaining detailed schematics, components library, BOM Requirement and design documents for designed module.  Provide PCB layout design guidelines to PCB designers and maintain Gerbers files  Perform component selection keeping in consideration of optimized cost / EOL and applicable compliance for NPDs  Provide detailed component analysis, tolerance analysis, simulations  Preparation of Functional test plans and Pre-Compliance test plan for designed module  Troubleshooting hardware, debug firmware and optimize performance.  Work closely with test labs for agency certifications like FCC/CE/UL/FM, etc.  Follow internal hardware and firmware development processes  Ability to communicate concepts, unit and system level hardware design, design validation test results and progress of projects to core team         Experience:        7 to 11 yrs. of total work Experience         Required Technical Skills:      The experience and skills required include but are not limited to the following:   Strong knowledge mixed signal embedded system design by using 16 bit/16/32-bit micro controllers or processors e.g ATSAM54XXseries, TI's -AM43xx/335/62X, SOMs like QualComm XR2 or similar  Hands on experience in interfacing of highspeed devices -like DDR4/DDR3 /USB/Ethernet etc  Thorough experience in evaluating and interacting various types of displays Interfaces (LCD  touch screen)  Hands on experience in evaluating and design/dev of different Wireless (Wi-Fi/BLE/Cellular) technologies  Hands on experience of design & debugging different communication interfaces like I2C, SPI, RS232, RS485, CAN, BLE, external memories, LCD & touch screen interfaces etc.  Proficiency in Schematic capture tools like Orcad/PADs.    Proficiency in circuit analysis, circuit simulation using PSpice/spice / and circuit tolerance analysis is must. Hands on experience - design adhere to applicable EMC-EMI guidelines (IEC61XXXX, )  Hands on experience in evaluating and interacting with various types of cameras    Thorough experience in dealing/guiding PCB designer for multilayer highspeed boards   Knowledge of Signal Integrity concept specific to DDR3/DDR4         Academic Qualifications       BE/BTech/ME/MTech in Electrical and Electronics Engineering (EEE) or Electronics and Communication Engineering (ECE) or Electronics & Instrumentation Engineering from an accredited university/college.      ",2023-10-26T12:06:02.000Z,,90929707,23-00765
1241,"#Job opportunity #Support - Technical Support Specialist #Enon, OH",,,,,Siri Infosolutions Inc,,"Job Title: Technical Support Specialist Location: Enon, OH    Duties:      Uses remote tools and cloud technology to provide technical support for hardware, software, store networks and applications Manages simultaneous connections to multiple stores and pieces of equipment; prioritizes the order in which repairs are made in order of emergency priority     Monitors the severity of data packet loss either to the entire store network or specific pieces of equipment. Provides the best solution to resolve the underlying problem to bring equipment up to full functionality     Identifies and corrects issues before a location is aware of a problem using cloud and web-based applications     Determines the best course of action to improve performance and efficiency of store systems, equipment and applications     Provides accurate verbal instruction when onsite diagnostics is needed to bring various pieces of equipment to full functionality     Understands and completes proper processes when installing software     Directs field personnel in installing new equipment that is going on the store network     Configures and upgrades software on newly installed devices     Implements software changes for fuel dispensers and fuel tanks     Sets up new DVR equipment and configures recording settings, including using proper naming conventions, for multiple cameras     Provides troubleshooting by using remote tools connected to other legacy networks     Manages multiple tickets and works them in order of emergency to lowest priority     Identifies re-occurring store issues by reading and understanding case history and determines if a different course of resolution is needed to reduce repeat problems     Reads, interprets and follows procedures described in the internal knowledge base     Provides documentation for knowledge base articles     Works with third-party help desk vendors as applicable     Maintains inventories and orders parts as needed     Provides phone support as needed     Attends training classes as required to stay current with new equipment troubleshooting procedures and technology     Initiates timely communication of critical events to Store Support Team Leads     Completes other duties, including special projects, as assigned by Management Education Requirements:     Associate degree in Computer Networking or 2 years of related experience Specialized training in network communication, PC architecture and application support  Experience Requirements:      Prior help desk experience preferred  Skill Requirements:      Complete understanding of the store network (hardware and software), PC architecture wireless communication, router and third-party cellular devices     Knowledge of non-standard equipment that is not connected to the Speedway network     Ability to manage simultaneous connections to multiple stores and pieces of equipment, and ability to prioritize the order in which repairs are made     Ability to research and resolve issues     Capable of working in a fast-paced environment     Excellent verbal communication skills and the ability to explain technical information in layman's terms     Well organized with the ability to work under pressure and meet tight deadlines     Excellent understanding of intra-department functions and operations     Ability to perform repeated bending, standing and reaching     Ability to occasionally lift up to 40 pounds     Available to work a variety of shifts, including, second and third shift, weekends and holidays; understands the staffing expectations of working in a 24/7/365 days a year department     Thank you   Best Regards, Minali Garg Technical Recuriter  Siri Info Solutions Inc. (D)   |E-mail :  or   Siri InfoSolutions Inc, 3 Ethel Rd, Suite # 302, Edison NJ 08817. Disclaimer: We respect your online privacy. If you would like to be removed from our mailing list please reply with ""Remove"" in the subject and we will comply immediately. We apologize for any inconvenience caused. Please let us know if you have more than one domain. The material in this e-mail is intended only for the use of the individual to whom it is addressed and may contain information that is confidential, privileged, and exempt from disclosure under applicable law. If you are not the intended recipient, be advised that the unauthorized use, disclosure, copying, distribution, or the taking of any action in reliance on this information is strictly prohibited. We are an equal opportunity employer with a diverse workforce.  ",2023-10-11T19:01:26.000Z,,10212489a,2023-47209
1242,Advertising Services Associate,,,,,iTech Solutions,,"Job Description:This is a sales operations role, responsible for ensuring the fulfillment of sales initiatives for our publications and direct mail throughout the sales continuum.The ideal candidate is a detail-oriented, deadline driven professional that is a team player as well as an independent self starter.This candidate should encompass excellent communication skills, proficient in Excel and Salesforce, has the ability to multitask with accuracy, work well under pressure, and has exceptional organizational skills, paired with a strong work ethic.Magazine Publishing experience is strongly requested.The Advertising Services Associate's primary responsibilities include, but are not limited to: processing and managing insertion orders, ensuring ad placement accuracy, tracking positioning details, reviewing editorial and layout review.This candidate must work well with systems, they will manage the upkeep of the sales pipeline in Salesforce and have excellent Excel skills used when running reports and analyzing data.",2023-09-28T16:04:24.000Z,,10111560,23-11996
1243,IT - Product Owner,,,,,V2Soft,,"V2Soft ( ) is a global company, headquartered out of Bloomfield Hills, Michigan, with locations in Mexico, Italy, India, China and Germany. At V2Soft, our mission is to provide high performance technology solutions to solve real business problems. We become our customer's true partner, enabling both parties to enjoy success. We are committed to promoting diversity in the workplace, and believe it has a positive effect on our company and the customers we serve.Summary:The main function of a product owner is to macimize the value of products created by the scrum development team. A typical product owner will streamline the lifecycle of the product through managing the product backlog.Education/Experience:* Bachelor's degree in a related field required. MBA or other related advanced degree preferred.* 3-6 years experience required.    Skills:     Name Required Experience     AGILE EXPERIENCE Yes 2 - 4 Years     Identity Management Yes 2 - 4 Years     Identity theft experience Yes 2 - 4 Years     Knowledge and maintenance of authentication systems and platforms/infrastructure Yes 2 - 4 Years     Product Manager experience Yes 2 - 4 Years        V2Soft is an Equal Opportunity Employer (EOE). - to view all of our open opportunities and to learn more about our benefits.",2023-10-27T21:02:25.000Z,,10115258,23-02712
1244,Enterprise Applications Engineer,,,,,"Mitchell Martin, Inc.",,"Our Client, An American multinational law firm, is seeking a Enterprise Applications EngineerLocation: Hybrid, onsite 3x weekPosition Type: Direct Hire / Full TimeJob Description:Summary:  The Enterprise Applications Engineer is responsible for delivering enterprise IT applications and solutions that promote Firm-wide productivity, efficiency, and collaboration.  This position supports the full system lifecycle of enterprise applications, including participation in requirements gathering sessions, design, development, testing, deployment, support, maintenance, and possibly retirement or replacement.  The combination of technical acumen with a relentless customer focus, communication skills, and a desire to help prevent / resolve issues enables the Enterprise Applications Engineer to deliver a gold-standard experience to the Firm.Duties and Responsibilities:  Participates in the full lifecycle of the Firm's business application solutions that enable practice and support functional objectives, ranging from strategic planning through into operational support and maintenance.  Collects business requirements and translates them into detailed designs, including system specifications, data import / export functions, workflow diagrams and schematics, batch processing needs, and reporting functions.  Creates and maintains documentation for all aspects of application design, maintenance, and implementation.  Codes and configures technical solutions and drafts / executes thorough test plans to ensure that an overall business solution is fully tested prior to deploying to production.  Prepares and coordinates end-user documentation and training for new and/or enhanced applications as needed.  Provisions accounts and assigns security roles to users as needed for individual applications.  Coordinates and works with internal IT support staff and vendors to troubleshoot and resolve product issues.  Responds to incidents and applies structured troubleshooting techniques to resolve problems.  Monitors the daily batch schedule and addresses errors in a timely manner to minimize disruption to business services.  Seeks opportunities for continuous improvement and respectfully challenges assumptions.  Adheres to deadlines, often working within tight time-constraints.  Maintains a high level of customer / end-user satisfaction with support services rendered.  Ensures that application upgrades and patches are evaluated and implemented in a timely manner.  Maintains system and support documentation.  Performs other duties as assigned.Qualifications:  A college degree is preferred, ideally in computer science, information systems, or a related technical discipline.  Appropriate technical certification(s) are preferred.  3+ years of relevant experience, ideally in a large Law Firm setting, a comparable professional services organization, or a legal information services provider.  Demonstrated experience with programming or scripting (e.g., Visual Basic, C#, .NET, Windows PowerShell, T-SQL).  Demonstrated experience maintaining and supporting commercial off the shelf applications, along with the integrations that enable data exchange among them.  Experience with integration services and solutions (e.g., SSIS, stored procedures, ETL technologies like Integration Builder).  Experience with common core enterprise applications common to a global Law firm (e.g., Collaboration suites, Document Management Systems, Web services).  Experience with common operating systems and database management solutions (e.g., Windows 2019 Server, SQL Server).  Knowledge of application toolsets and protocols (e.g., SSMS, RDP, PUTTY, SFTP, IIS).  Familiarity with service desk systems to manage and resolved incidents (e.g., ServiceNow).  Strong service orientation, and an understanding of the importance of developing effective working relationships with users and organizational stakeholders of all levels.  Ability to effectively communicate and interact with a wide range of users with different levels of technical expertise.  Attention to detail and accountability for delivering quality work.  Must be highly motivated, analytical, organized, and efficient.  Excellent problem solving, design, coding, and debugging skills.  Ability to work well under pressure.  Ability to work well independently, as well as part of a team.  Position requires access to equipment, software, or technology that is subject to U.S. export controls. Candidates will be required to submit appropriate documentation to determine whether access can be granted before proceeding further through the application process.Salary/Rate:  $115K+*M",2023-08-18T14:08:41.000Z,,mitchmar1,23-34766
1245,Developer III/Senior .Net Developer,,,,,"EDI Specialists, Inc.",,"    Responsibilities     Develop and provide day-to-day support for the internally-developed Document Management System and other third-party applications    Develop and maintain healthcare payer EDI solutions (primarily HIPAA X12 transactions) around Cognizant's QNXT Claims Processing System    Work on development of non-X12 EDI imports and exports, XML and text file processing, data mapping and data conversion projects    Participate in project and new initiative meetings as necessary and represent the development team, making recommendations and decisions on behalf of the team     Analyze and translate business requests/requirements to functional requirements and technical specifications, develop and/or manage the development, perform code reviews, and work with IT and business areas to test and deliver the results in a timely manner    Maintain relationship with software vendors and EDI trading partners and lead development and troubleshooting efforts of others in the group    Looks for ways to improve how and what we develop/deploy and make suggestions    Perform additional duties and projects as assigned by management       Qualifications     Bachelor's degree in Information Technology or equivalent years of experience required    Minimum three (3) years' of experience with healthcare payer technologies, preferably with claims processing systems (such as QNXT)    Minimum five (5) years application development and integration experience using Microsoft technologies (e.g., C#.NET, SSIS, SSRS, SQL Server, Visual Studio)    Minimum three (3) years' experience managing skilled technical staff and vendors    Proficient in Transact-SQL, PL/SQL, C#.NET, and Webservices    Proficient in Microsoft SQL Server, SSIS, SSRS, BizTalk Server development    Experience with EDI and HIPAA X12 transaction sets (e.g., 837, 835, 277)    Strong business analysis/needs assessment skills;  must be comfortable and effective working directly with end users    Strong customer service skills; able to professionally and effectively resolve requests in a high volume and fast paced environment, while interacting with other IT Department staff, business users, and senior management.    Ability to work well in a team environment, meet tight deadlines, and handle several projects simultaneously    Must have excellent communication, managerial, interpersonal, and collaborative skills          ",2023-07-12T14:00:34.000Z,,10107595,22-00471
1246,Support - Technical Support Specialist,,,,,Siri Infosolutions Inc,,"Hope you are doing well!   This is Sahab I am a Technical Recruiter from Siri Info Solutions, Wanted to follow regarding the Job Opportunity, Please feel free to reach if you are available and interested at   or   Title : Technical Support Specialist Location : Enon, OH Term : Contract Duration: 15+ month  Please Find the Job Description Below: Duties:     Uses remote tools and cloud technology to provide technical support for hardware, software, store networks and applications     Manages simultaneous connections to multiple stores and pieces of equipment; prioritizes the order in which repairs are made in order of emergency priority     Monitors the severity of data packet loss either to the entire store network or specific pieces of equipment. Provides the best solution to resolve the underlying problem to bring equipment up to full functionality     Identifies and corrects issues before a location is aware of a problem using cloud and web-based applications Determines the best course of action to improve performance and efficiency of store systems, equipment and applications Provides accurate verbal instruction when onsite diagnostics is needed to bring various pieces of equipment to full functionality Understands and completes proper processes when installing software     Directs field personnel in installing new equipment that is going on the store network     Configures and upgrades software on newly installed devices Implements software changes for fuel dispensers and fuel tanks     Sets up new DVR equipment and configures recording settings, including using proper naming conventions, for multiple cameras     Provides troubleshooting by using remote tools connected to other legacy networks     Manages multiple tickets and works them in order of emergency to lowest priority     Identifies re-occurring store issues by reading and understanding case history and determines if a different course of resolution is needed to reduce repeat problems     Reads, interprets and follows procedures described in the internal knowledge base     Provides documentation for knowledge base articles     Works with third-party help desk vendors as applicable     Maintains inventories and orders parts as needed     Provides phone support as needed     Attends training classes as required to stay current with new equipment troubleshooting procedures and technology     Initiates timely communication of critical events to Store Support Team Leads     Completes other duties, including special projects, as assigned by Management Education Requirements: Associate degree in Computer Networking or 2 years of related experience     Specialized training in network communication, PC architecture and application support  Experience Requirements: Prior help desk experience preferred Skill Requirements:     Complete understanding of the store network (hardware and software), PC architecture wireless communication, router and third-party cellular devices Knowledge of non-standard equipment that is not connected to the Speedway network     Ability to manage simultaneous connections to multiple stores and pieces of equipment, and ability to prioritize the order in which repairs are made     Ability to research and resolve issues     Capable of working in a fast-paced environment     Excellent verbal communication skills and the ability to explain technical information in layman's terms     Well organized with the ability to work under pressure and meet tight deadlines     Excellent understanding of intra-department functions and operations Ability to perform repeated bending, standing and reaching Ability to occasionally lift up to 40 pounds     Available to work a variety of shifts, including, second and third shift, weekends and holidays; understands the staffing expectations of working in a 24/7/365 days a year department       Best Regards, Sahab Shahi | D : | Email:   Technical Recruiter LinkedIn:  Siriinfo Solutions inc, 3 Ethel Rd, Suite # 302, Edison NJ 08817.    CPUC Certified We respect your online privacy. If you would like to be removed from our mailing list please reply with ""Remove"" in the subject and we will comply immediately. We apologize for any inconvenience caused. Please let us know if you have more than one domain.  ",2023-10-11T21:31:36.000Z,,10212489a,2023-47225
1247,ERP Technical Lead Master Data Management,,,,,Stefanini,,"  Stefanini Group is hiring! Stefanini is looking for ERP Technical Lead Master Data Management, Location: DEARBORN, MI (Hybrid) For quick Apply, please reach out to Jayki Gupta at  Email:  Open to W2 candidates only!    Project Description:We have initiated an effort to deploy S/4 HANA (ERP) to significantly reduce the size and complexity of technical footprint, refocus on differentiating capabilities, and standardize business processes. ERP focus is on the transformation of Finance and Direct Procurement. Technical Lead position that would be responsible for Informatica Finance Masterdata Management and Java language of this ERP program. Required:Bachelor's DegreeEnd to End implementation of Master Data Management for SAP system Delivery of Integrated-ERP program for Finance Partner with System Integrators and Procurement Team to execute the delivery of program per schedule. Delivery of General Ledger, Central Finance and Master Data for ERP Experience working with multiple teams. Partner with leads of all the MDM domains to produce efficient master data solutions. Report status and escalate issues to Management. Collaborate with Business, IT & Implementation partners to successfully implement ERP per scope.5+ experience in Master Data Management project implementation or support, Informatica MDM trust settings, validations, IDD, e360, SIF/BES, ActiveVOS. Experience in Informatica MDM match/merge, debugging Informatica MDM related configuration, data issues.Experience in Informatica MDM publishing, JMS, Informatica MDM Architecture and Data Flow. Experience in upstream and downstream integration with Informatica MDM, IDQ and API's Knowledge on ETL /IDQ, AutoSys, shell scripting --Strong experience on SQL, Data Modeling Preferred:Experience in raising tickets with Informatica vendor for software product or functionality issues, assisting MDM code migration.3+ experience in Java. J2EE, Springboot technology.   ***Listed salary ranges may vary based on experience, qualifications, and local market. Also, some positions may include bonuses or other incentives***   Stefanini takes pride in hiring top talent and developing relationships with our future employees. Our talent acquisition teams will never make an offer of employment without having a phone conversation with you. Those face-to-face conversations will involve a description of the job for which you have applied. We also speak with you about the process including interviews and job offers.   About Stefanini Group   The Stefanini Group is a global provider of offshore, onshore and near shore outsourcing, IT digital consulting, systems integration, application, and strategic staffing services to Fortune 1000 enterprises around the world. Our presence is in countries like the Americas, Europe, Africa, and Asia, and more than four hundred clients across a broad spectrum of markets, including financial services, manufacturing, telecommunications, chemical services, technology, public sector, and utilities. Stefanini is a CMM level 5, IT consulting company with a global presence. We are CMM Level 5 company.",2023-09-21T18:02:51.000Z,,10106616,54789
1248,Senior Systems Programmer,,,,,iTech Solutions,,"Senior Systems ProgrammerOverview  The Senior Systems Programmer is responsible for the execution, control, and daily functions required to support the hardware and software for an IBM/z, CICS, DB2 mainframe environment. Software installation, maintenance (IBM and ISV), systems troubleshooting, and providing technical support 24x7 are the primary functions for this position.The Senior Systems Programmer must be able to work independently to support and monitor all aspects of the IBM z hardware, disk storage and VTS tape systems. This position is part of a small 2-to-3-person team, making a broad range of skills necessary. Employment history should show job responsibilities with the latest z/OS Operating Systems versions.Core Responsibilities and Skills Install, maintain, support, and document IBM and ISV software using SMP/E, including z/OS, CICS, DB2 and a variety of Broadcom and BMC products. Expertise with JCL, TSO, ISPF/PDF, and SDSF. An understanding of RACF Security concepts and the ability to apply them. Solid understanding of DASD management, IBM FlashCopy, and DASD replication management using Copy Services Manager. Full understanding of DFSMS along with modifying and maintaining the Client routines. Experience performing and enhancing the Business Continuity plan and performing semi-annual tests. Expertise with all of the typical mainframe file systems; PS, PDS, PDS/E, VSAM. Solid technical understanding of mainframe hardware and familiarity with using their associated HMCs. Basic understanding of a SYSPLEX. Ability to perform hardware gens using HCD. Working knowledge of mainframe communication methods like; VTAM, Enterprise Extender, TCPIP, FTP, and FTPS. Ability to quickly learn, understand and apply new technologies. Ability to build strong relationships and communication effectively with internal and external stakeholders. Experience implementing system upgrades and supporting technology projects. Excellent oral and written communication skills. Experience at working both independently and in a team-oriented, collaborative environment. Work multiple projects simultaneously. On-Call and/or after-hours work required.Essential Competencies Professionalism/Personal Accountability, Collaboration and Teamwork, Communication, Flexible and Adapts to Change, Service to Customers and ClientsEducation and Experience QualificationsRequired: BS or BA in Computer Science, Information Systems or equivalent combination of experience and training. 10 -15 years of IT experience, with 8 of those as a z/OS Systems Programmer.Physical D emands Must be able to remain in a stationary position for the majority of the workday. May be required to physically make FICON and Network connections between devices at the data center located in Valley Forge, PA.For more information please contact Vijay Karney at  or Since 1995, iTech Solutions Inc., has been providing IT Consulting and Direct Hire Services to the Insurance, Financial, Communications, Manufacturing and Government sectors with local offices in Connecticut, Minnesota, Colorado, Massachusetts, Tennessee, North Carolina, and New Jersey / Pennsylvania area. Our recruiting strategy is simple, if you want to find qualified IT professionals then use IT professionals to find them.   So at iTech Solutions, our personnel are all career IT professionals with a wide range of IT experience.  We can honestly say our staff understands the technologies, the complexities of finding and selecting the appropriate personnel and the pressures of running successful IT projects.    Employer will not sponsor applicants for any employment visas, at hiring or in the future, including but not limited to H-1B visas. Corp-to-Corp or subcontract personnel will not be considered for this position.",2023-09-22T22:04:05.000Z,,10111560,23-11877
1249,AWS Developer position with Databricks - Remote - Fulltime,,,,,Saxon Global Inc.,,"Role: AWS Developer position with Databricks  Location: Anywhere in Remote Duration: Fulltime   Required Qualifications:  Bachelor's Degree or foreign equivalent, will consider work experience in lieu of a degree At least 4 years of experience with Information Technology At least 3 years of experience on AWS services like S3, Athena, Lambda, EMR spark, AWS Glue  At least 3 year of experience in building pipeline using AWS ecosystem, ETL and Databricks Solid understanding of relational and dimensional data modeling Experience sourcing and exposing data via Rest API  Good Python programming skills  Preferred Skills:   Good understanding of Data integration, Data Quality , data models Terraform to write IaaC Excellent verbal and written communication skills Experience and desire to work in a Global delivery environment.     Thanks, Sanjay Kumar Email:  Direct Number:  Text Number:   Linkedin:  ",2023-02-09T17:45:18.000Z,,10167987,2023-80618
1250,Technical Business Analyst (Conversational AI),,,,,V2Soft,,"V2Soft () is a global company, headquartered out of Bloomfield Hills, Michigan, with locations in Mexico, Italy, India, China, and Germany. At V2Soft, our mission is to provide high-performance technology solutions to solve real business problems. We become our customer's true partners, enabling both parties to enjoy success. We are committed to promoting diversity in the workplace and believe it has a positive effect on our company and the customers we serve.Job Description:Hybrid Role Act as a liaison between technical and business teams and translate business to functional requirements Conduct meetings with business to understand detailed business requirements for future development Define, create, document and manage requirements against the overall project timeline Lead ongoing reviews of business processes and develop optimal strategies for remediation Perform gap analysis to identify differences between current and expected requirements Communicate status and visuals of planned development efforts on a regular basis Work with Scrum master to facilitate sprint planning sessions and sprint retrospectives Work with Scrum master to facilitate daily SCRUM meetings with project work team to ensure project tasks are on-track and remediate any roadblocks Meet regularly with key stakeholders to prioritize project tasks, discuss high-level requirements and provide status of overall project Work closely with developers, contractors, trainers and QA staff to ensure quality, on-time deployments Configure IT application, where applicable, in accordance with the business requirements Review application changes with stakeholders prior to deploying new features or changes Responsible for testing of user stories to ensure all business and functional requirements are met Execute QA and/or User Acceptance tests as neededRequirements: 3- 5 years of experience as a technical business analyst - Health Care Industry Prior experience working on medium to large scale Conversational AI projects Expertise in the Agile SCRUM methodology Strong problem solving, analytical and communication skills Ability to work independently to deliver clear and concise documents to be shared with project stakeholdersV2Soft is an Equal Opportunity Employer ( EOE). - to view all of our open opportunities and to learn more about our benefits.",2023-10-19T17:04:15.000Z,,10115258,23-02665
1251,C++ Developer,,,,,"Mitchell Martin, Inc.",,"Our Client, An American multinational hedge fund and financial services company, is seeking a C++ Developer   Position Type: Full Time/Direct Hire   Job Summary: The developer will be an integral part of a core development team and report to the Trading System Development management team   Major Responsibilities Include:  Assessing business and systems requirements and developing functional specifications.  Designing and developing high quality, high performance trading systems software written in C++ to meet deliverable timelines and requirements.  Building business level subject matter expertise in trading systems functionality and processing.  Provide second level support for production on an ad hoc basis when necessary.   Qualifications:  Full software development life cycle experience in a mission critical trading systems environment a must: Options, Equities, Futures, etc.  Must possess excellent software design skills and knowledge of advanced data structures.  Must have exceptionally strong C++ knowledge and debugging skills in a Linux environment.  Solid knowledge of Object Oriented Programming concepts a must. Strong knowledge of TCP/IP multicast and socket programming required.  Knowledge of the BOOST libraries and STL required.  Must have experience in developing real-time applications in a distributed processing architecture.  Must have excellent organizational and communication skills. Must be able to work effectively in a team environment. Strong knowledge of the logical business domain in Options or Equities trading systems a big plus.  Experience coding interface solutions for FIX, OPRA, CTA or UTP a big plus.  Knowledge of scripting languages such as Python, Shell, and Perl a plus.   Education and Experience:  Minimum of a Bachelor's degree or equivalent in IT/Computer Science.  7+ years of experience in C++ development.  5+ years of demonstrated experience in delivering software solutions in a trading systems environment for an Exchange or a Wall Street firm   Salary: 200k +",2023-08-17T18:07:46.000Z,,mitchmar1,23-33858
1252,Business Analyst,,,,,TechNix LLC,,"Position: Business Analyst   Duration: 1 Year   Location: Jackson, MS (Onsite from day 1)       Required skills:    10+ years' experience working with stakeholders to build and formulate business requirements.  Ability to define and implement new system functionality, participate in issue resolution, and drive process refinement.  Knowledgeable in software requirements gathering, GSD creation, and system integration.     Preferred skills:   Agile experience (SAFe, Agile Scrum,  Kanban,  XP or similar methodologies)  JIRA experience    ",2023-10-26T14:31:21.000Z,,10365731,2023-1608
